"1400000US06075033100","Census Tract 331; San Francisco County; California","1413","107","7.4","4.6","0.6","1.0","1.7","1.6","6.4","3.8","4.0","2.7","3.1","2.3","7.2","3.7","12.4","5.1","17.3","6.7","39.8","7.1","161193","18387","191445","19480","39.8","(X)","(X)","(X)","(X)","(X)","1138","124","4.4","4.2","0.8","1.3","1.7","1.8","4.7","3.2","3.3","3.1","2.0","2.1","5.6","3.6","13.1","6.2","20.7","8.1","43.6","8.9","181375","27849","206738","21988","(X)","(X)","36.5","(X)","(X)","(X)","939","146","5.3","5.1","1.0","1.5","2.0","2.2","0.9","1.3","1.7","2.8","2.0","2.4","6.3","4.2","14.8","7.3","15.8","6.3","50.3","9.4","205781","47652","N","N","(X)","(X)","(X)","(X)","(X)","(X)","275","82","19.6","17.2","0.0","14.3","1.8","2.6","15.6","14.9","6.5","8.4","5.5","6.6","13.8","11.1","9.5","8.4","3.3","5.3","24.4","16.6","75625","47345","125732","50619","(X)","(X)","(X)","(X)","53.8","(X)",
"1400000US06075033201","Census Tract 332.01; San Francisco County; California","595","129","18.3","9.2","2.7","2.7","15.6","8.2","4.0","4.4","6.9","5.9","5.4","4.5","3.4","3.6","10.6","5.7","23.2","15.4","9.9","4.8","68250","58152","103965","21426","41.7","(X)","(X)","(X)","(X)","(X)","168","99","0.0","22.1","0.0","22.1","3.6","6.2","0.0","22.1","0.0","22.1","0.0","22.1","4.2","6.5","8.3","9.1","57.1","33.2","26.8","23.1","181851","12215","195028","24823","(X)","(X)","20.8","(X)","(X)","(X)","78","28","0.0","38.4","0.0","38.4","0.0","38.4","0.0","38.4","0.0","38.4","0.0","38.4","0.0","38.4","17.9","13.6","24.4","22.7","57.7","25.4","211250","52564","N","N","(X)","(X)","(X)","(X)","(X)","(X)","427","101","25.5","13.0","3.7","3.6","20.4","10.7","5.6","6.0","9.6","8.1","7.5","5.8","3.0","4.3","11.5","6.5","9.8","10.8","3.3","3.3","25341","19186","61241","19440","(X)","(X)","(X)","(X)","49.9","(X)",
"1400000US06075033203","Census Tract 332.03; San Francisco County; California","1589","268","5.9","3.6","5.7","4.4","11.1","11.0","2.6","2.5","8.1","4.9","17.1","9.8","8.8","5.9","6.9","4.1","10.6","5.0","23.2","7.2","74671","21360","141766","31614","28.4","(X)","(X)","(X)","(X)","(X)","772","130","3.6","4.1","1.7","2.8","0.0","5.4","3.5","3.9","0.8","1.3","17.1","9.4","8.2","9.0","12.8","7.0","17.6","8.5","34.7","11.1","159107","45658","196877","45803","(X)","(X)","29.9","(X)","(X)","(X)","447","126","3.1","5.2","2.9","4.8","0.0","9.1","6.0","6.6","0.0","9.1","2.2","3.6","12.8","14.3","13.0","9.5","21.3","13.0","38.7","13.3","195025","61157","N","N","(X)","(X)","(X)","(X)","(X)","(X)","817","273","8.0","6.1","9.4","8.3","21.7","19.7","1.8","3.0","15.1","9.2","17.0","16.6","10.2","7.3","4.3","4.3","3.3","3.7","9.3","6.4","40350","28771","81623","30836","(X)","(X)","(X)","(X)","22.4","(X)",
"1400000US06075033204","Census Tract 332.04; San Francisco County; California","1634","269","10.6","6.7","10.0","6.2","9.9","6.5","1.6","2.0","4.5","3.7","14.0","11.2","8.0","4.7","13.8","6.7","17.0","8.3","10.7","5.3","71750","36241","96485","14772","41.9","(X)","(X)","(X)","(X)","(X)","817","278","1.7","2.3","11.0","9.8","12.5","11.0","0.0","5.1","0.9","1.9","17.9","20.0","9.5","7.3","20.4","12.2","15.2","15.0","10.9","7.4","91719","54621","105572","24163","(X)","(X)","39.0","(X)","(X)","(X)","567","235","0.0","7.2","1.1","1.8","18.0","15.3","0.0","7.2","0.0","7.2","24.3","27.0","5.8","6.5","13.8","12.2","21.3","21.6","15.7","11.5","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","817","116","19.6","12.2","8.9","6.7","7.2","6.0","3.2","4.0","8.1","6.8","10.2","7.6","6.4","5.2","7.1","6.8","18.8","8.9","10.5","8.1","64125","36808","86507","19144","(X)","(X)","(X)","(X)","44.8","(X)",
"1400000US06075035101","Census Tract 351.01; San Francisco County; California","1460","264","2.9","3.5","2.7","2.5","1.5","1.8","6.0","5.7","4.0","2.5","18.4","7.9","8.2","5.5","15.3","8.4","6.0","3.8","35.1","12.3","104648","47609","168898","33206","34.7","(X)","(X)","(X)","(X)","(X)","761","161","0.0","5.4","1.6","2.5","1.6","2.6","6.4","8.3","7.9","4.5","19.7","9.9","7.4","7.7","11.4","7.5","7.4","5.9","36.7","12.7","128523","79881","195715","57782","(X)","(X)","34.6","(X)","(X)","(X)","536","133","0.0","7.6","0.0","7.6","2.2","3.7","9.1","11.5","8.8","6.0","9.9","8.7","6.5","9.6","9.3","8.2","9.0","8.0","45.1","15.1","186250","83507","N","N","(X)","(X)","(X)","(X)","(X)","(X)","699","260","6.2","7.5","3.9","4.6","1.4","2.5","10.9","11.6","1.7","2.8","16.9","11.5","10.0","8.2","20.0","15.9","2.6","4.3","26.5","25.8","99572","40699","117539","42522","(X)","(X)","(X)","(X)","33.3","(X)",
"1400000US06075035102","Census Tract 351.02; San Francisco County; California","1271","138","2.7","3.1","3.4","3.0","1.7","2.5","5.9","4.9","1.6","2.4","6.7","4.8","7.0","5.4","17.1","7.3","11.6","6.4","42.4","11.5","166741","29552","199818","32078","36.0","(X)","(X)","(X)","(X)","(X)","984","157","1.2","1.9","0.9","1.6","2.2","3.3","4.5","5.2","0.0","4.2","3.5","3.4","4.5","4.2","17.6","9.1","14.9","8.1","50.7","13.5","203200","60989","230688","38712","(X)","(X)","31.8","(X)","(X)","(X)","787","187","0.0","5.3","0.0","5.3","2.8","4.2","5.6","6.5","0.0","5.3","2.9","3.6","4.3","4.7","17.7","9.6","18.0","10.3","48.7","16.0","183125","52086","N","N","(X)","(X)","(X)","(X)","(X)","(X)","287","86","7.7","12.5","11.8","12.3","0.0","13.7","10.8","11.9","7.0","10.7","17.8","16.8","19.2","17.2","16.0","15.0","0.0","13.7","9.8","13.4","70486","31197","81284","31003","(X)","(X)","(X)","(X)","42.5","(X)",
"1400000US06075035201","Census Tract 352.01; San Francisco County; California","1867","132","3.1","2.7","2.7","2.8","4.4","3.8","4.6","3.1","7.2","4.2","13.6","6.5","6.9","3.1","17.6","5.9","12.1","4.1","27.9","7.4","112413","38566","155853","20276","42.1","(X)","(X)","(X)","(X)","(X)","1218","159","0.0","3.4","0.7","1.1","1.7","1.9","6.2","4.6","5.8","5.5","18.1","9.4","8.5","4.2","13.5","6.5","14.9","6.4","30.7","9.5","136019","26033","171717","27464","(X)","(X)","37.2","(X)","(X)","(X)","755","122","0.0","5.5","0.0","5.5","1.5","2.2","7.3","7.3","1.3","2.1","11.0","9.5","10.7","6.6","11.9","7.1","15.1","6.9","41.2","12.8","164716","41955","N","N","(X)","(X)","(X)","(X)","(X)","(X)","649","127","8.9","8.0","6.6","7.6","9.4","10.6","1.5","2.5","9.7","6.1","9.1","7.9","5.9","4.7","19.3","10.9","13.1","6.6","16.5","10.7","96458","37776","110733","24058","(X)","(X)","(X)","(X)","40.2","(X)",
"1400000US06075035202","Census Tract 352.02; San Francisco County; California","1709","189","3.3","2.5","0.4","0.7","6.3","5.6","4.7","3.3","6.1","4.0","11.8","5.1","9.6","4.6","20.3","7.8","18.8","7.2","18.8","5.8","118590","24795","154421","23521","38.7","(X)","(X)","(X)","(X)","(X)","1006","199","2.7","3.1","0.0","4.1","7.3","8.7","4.5","4.5","5.5","5.0","9.3","6.1","8.3","6.5","19.9","8.1","25.0","10.9","17.7","7.4","123846","32047","173399","37319","(X)","(X)","41.4","(X)","(X)","(X)","820","178","0.9","1.4","0.0","5.0","1.8","2.0","5.5","5.5","5.1","5.7","9.4","6.8","7.4","6.8","20.7","9.1","29.3","12.5","19.9","8.4","144318","43818","N","N","(X)","(X)","(X)","(X)","(X)","(X)","703","135","4.1","4.7","1.0","1.7","4.8","5.2","5.1","4.2","7.0","6.6","16.6","9.0","11.5","7.0","24.3","12.5","12.8","7.4","12.7","8.3","94464","22934","114154","22029","(X)","(X)","(X)","(X)","33.3","(X)",
"1400000US06075035300","Census Tract 353; San Francisco County; California","2551","304","2.4","1.7","4.2","3.4","6.9","6.8","2.8","3.2","5.2","4.0","5.8","3.6","4.3","3.3","14.1","6.3","15.0","7.6","39.4","10.0","163657","32421","179222","26210","28.2","(X)","(X)","(X)","(X)","(X)","1708","258","0.0","2.5","0.0","2.5","2.8","4.4","2.6","4.2","4.3","5.2","5.0","4.5","5.7","4.8","13.0","6.2","16.2","9.0","50.4","12.4","200714","42910","203698","27377","(X)","(X)","28.7","(X)","(X)","(X)","1450","258","0.0","2.9","0.0","2.9","0.0","2.9","3.0","4.9","1.3","2.2","5.9","5.4","1.7","2.4","15.3","7.1","15.8","8.7","57.0","12.7","213422","22060","N","N","(X)","(X)","(X)","(X)","(X)","(X)","843","293","7.2","5.8","12.8","9.6","15.2","16.4","3.2","5.5","6.9","7.6","10.0","7.9","1.4","2.4","19.2","13.3","12.6","11.1","11.5","9.3","72528","64924","118620","53885","(X)","(X)","(X)","(X)","27.0","(X)",
"1400000US06075035400","Census Tract 354; San Francisco County; California","2444","294","1.5","1.7","8.1","5.4","1.0","1.3","2.5","2.1","6.3","3.8","8.0","4.2","6.1","4.0","22.0","9.4","12.5","4.5","31.9","5.9","142540","8187","180027","20602","52.7","(X)","(X)","(X)","(X)","(X)","1564","296","1.3","2.1","1.2","1.9","0.4","0.7","3.7","3.2","6.5","5.6","6.7","4.7","8.4","5.7","25.8","13.9","11.9","6.4","34.0","9.1","143844","24875","179467","21644","(X)","(X)","65.6","(X)","(X)","(X)","981","172","2.1","3.3","0.0","4.2","0.7","1.2","1.6","2.8","10.3","8.5","4.6","4.2","5.6","7.8","11.0","8.8","11.3","7.4","52.7","12.3","205558","35888","N","N","(X)","(X)","(X)","(X)","(X)","(X)","880","191","1.8","2.9","20.3","13.4","2.0","3.3","1.8","2.7","6.1","4.9","8.9","6.9","4.3","5.3","13.0","8.4","13.6","7.4","28.1","11.6","109063","53662","168721","49576","(X)","(X)","(X)","(X)","29.7","(X)",
"1400000US06075040100","Census Tract 401; San Francisco County; California","1677","174","4.1","3.2","2.7","3.0","1.0","1.2","0.5","0.8","12.2","5.1","6.9","4.6","4.9","4.5","19.4","7.2","12.4","6.6","35.8","8.2","143674","35875","258852","54787","34.8","(X)","(X)","(X)","(X)","(X)","744","135","2.0","3.4","0.0","5.5","0.0","5.5","3.1","3.5","18.7","12.1","10.6","6.3","3.0","3.7","11.0","9.9","9.0","8.9","42.6","11.0","153021","57810","342808","92469","(X)","(X)","24.9","(X)","(X)","(X)","548","123","0.0","7.5","0.0","7.5","0.0","7.5","4.2","4.7","13.0","11.1","5.1","5.0","0.0","7.5","15.0","12.8","9.3","11.3","53.5","15.3","210500","68713","N","N","(X)","(X)","(X)","(X)","(X)","(X)","933","166","5.7","4.9","4.8","5.3","1.8","2.2","0.0","4.4","7.0","5.0","11.0","7.6","6.5","7.8","22.9","10.6","12.9","8.9","27.3","10.3","121250","35984","173133","49156","(X)","(X)","(X)","(X)","36.7","(X)",
"1400000US06075040200","Census Tract 402; San Francisco County; California","2326","337","3.1","4.0","0.9","1.6","3.6","3.9","3.6","3.3","3.5","2.6","4.6","3.9","18.0","7.7","8.6","4.1","11.5","5.3","42.6","10.1","175978","42928","252084","55265","29.8","(X)","(X)","(X)","(X)","(X)","1214","345","0.0","3.4","0.0","3.4","2.1","2.3","1.8","2.8","1.7","2.7","0.0","3.4","21.8","10.5","16.4","9.2","2.3","2.8","53.9","13.1","250,000+","***","282959","68342","(X)","(X)","27.1","(X)","(X)","(X)","901","321","0.0","4.6","0.0","4.6","1.3","2.7","0.0","4.6","2.3","3.8","0.0","4.6","28.0","14.6","7.7","6.3","3.1","3.8","57.6","16.4","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1112","247","6.4","8.1","2.0","3.3","6.4","7.8","5.5","5.8","4.3","4.3","9.7","8.2","14.7","11.3","9.5","5.9","18.8","9.5","22.7","11.7","106250","51420","147094","35966","(X)","(X)","(X)","(X)","29.9","(X)",
"1400000US06075042601","Census Tract 426.01; San Francisco County; California","1706","174","0.6","1.0","3.5","2.3","1.3","1.4","4.8","3.4","3.3","2.1","7.4","3.4","14.7","6.4","17.4","5.6","13.6","6.4","33.4","7.8","136458","23787","178495","21897","39.9","(X)","(X)","(X)","(X)","(X)","944","162","1.7","2.1","1.2","1.8","0.3","0.6","6.1","5.4","3.9","3.0","7.4","5.4","8.7","6.5","17.5","7.8","13.7","7.8","39.5","9.5","156932","38144","199133","29363","(X)","(X)","38.8","(X)","(X)","(X)","734","158","0.0","5.6","1.5","2.3","0.0","5.6","5.2","6.3","2.5","2.7","5.6","6.2","5.4","4.5","17.2","9.1","15.1","9.3","47.5","11.0","184932","38464","N","N","(X)","(X)","(X)","(X)","(X)","(X)","762","186","0.0","5.4","6.4","5.1","1.8","2.8","3.1","3.5","3.7","3.5","7.3","4.1","22.2","11.9","16.1","8.6","13.5","10.7","25.7","10.9","118846","34913","152121","26677","(X)","(X)","(X)","(X)","41.3","(X)",
"1400000US06075042602","Census Tract 426.02; San Francisco County; California","1346","123","1.0","1.6","3.6","3.7","2.9","2.8","0.7","1.1","9.0","5.6","2.8","2.6","7.1","4.3","17.3","6.9","16.0","5.0","39.7","8.9","168667","29043","213570","33219","33.8","(X)","(X)","(X)","(X)","(X)","712","114","0.0","5.8","1.5","2.4","2.0","3.0","0.0","5.8","3.2","3.7","1.8","2.9","5.8","5.0","19.2","11.0","21.2","7.8","45.2","11.8","190896","25829","265303","52883","(X)","(X)","37.4","(X)","(X)","(X)","591","115","0.0","6.9","1.9","3.0","2.4","3.6","0.0","6.9","1.9","3.3","2.2","3.5","4.6","5.0","21.2","13.9","15.7","7.0","50.3","13.5","203125","49324","N","N","(X)","(X)","(X)","(X)","(X)","(X)","634","132","2.1","3.3","6.0","7.4","3.9","4.6","1.4","2.3","15.5","10.1","3.9","4.1","9.9","8.1","17.0","9.1","10.1","6.4","30.1","13.5","120313","29972","152032","31804","(X)","(X)","(X)","(X)","28.4","(X)",
"1400000US06075042700","Census Tract 427; San Francisco County; California","2594","322","3.7","3.6","3.7","3.5","7.3","3.8","5.3","4.9","7.4","4.0","10.1","5.5","6.8","4.1","16.2","5.8","16.3","7.2","23.3","6.0","119276","28034","142051","19587","38.5","(X)","(X)","(X)","(X)","(X)","1384","238","0.5","0.9","0.0","3.0","5.2","4.9","1.6","2.8","9.2","5.2","8.1","6.2","7.5","5.9","18.1","8.6","24.4","10.2","25.4","9.6","139868","40641","164096","30414","(X)","(X)","30.6","(X)","(X)","(X)","1144","243","0.0","3.6","0.0","3.6","6.3","5.8","0.0","3.6","7.4","5.3","5.3","5.7","7.5","6.7","20.1","10.0","27.7","11.6","25.6","10.8","154327","30447","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1210","334","7.3","7.9","8.0","7.3","9.7","7.5","9.5","9.8","5.3","6.2","12.3","8.9","6.0","6.2","17.2","9.8","7.0","8.3","17.8","11.3","69265","52907","105370","30140","(X)","(X)","(X)","(X)","47.5","(X)",
"1400000US06075042800","Census Tract 428; San Francisco County; California","922","121","1.5","1.8","0.9","1.3","1.8","1.7","0.0","4.5","2.4","1.7","9.2","6.5","6.1","4.8","7.2","4.0","8.0","3.5","62.9","7.0","246635","25621","481233","118126","39.5","(X)","(X)","(X)","(X)","(X)","657","77","1.1","1.8","1.2","1.8","0.9","1.3","0.0","6.3","3.3","2.3","3.7","4.6","2.3","2.5","7.9","4.9","5.6","3.2","74.0","7.1","250,000+","***","579789","161191","(X)","(X)","39.9","(X)","(X)","(X)","579","71","1.2","2.0","1.4","2.0","1.0","1.5","0.0","7.1","1.7","1.5","0.0","7.1","2.6","2.8","5.2","3.6","6.4","3.5","80.5","6.5","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","265","98","2.6","4.2","0.0","14.8","4.2","5.2","0.0","14.8","0.0","14.8","23.0","18.8","15.5","15.5","5.3","5.6","14.0","10.5","35.5","15.7","129464","101863","223727","81163","(X)","(X)","(X)","(X)","34.3","(X)",
"1400000US06075045100","Census Tract 451; San Francisco County; California","1919","281","1.1","1.4","0.0","2.2","1.2","1.5","5.1","3.6","3.1","2.2","8.8","4.3","11.8","5.7","10.4","4.9","11.3","5.7","47.3","8.9","195893","56924","225754","34646","32.9","(X)","(X)","(X)","(X)","(X)","939","219","2.2","2.7","0.0","4.4","0.9","1.5","3.2","3.1","1.4","2.2","8.4","6.2","13.7","8.7","4.6","4.4","11.4","6.7","54.2","12.8","223007","47030","245116","56376","(X)","(X)","24.7","(X)","(X)","(X)","810","211","0.9","2.0","0.0","5.1","1.0","1.8","2.5","3.1","0.2","1.2","3.0","4.6","13.1","9.4","5.3","5.1","12.1","7.7","62.0","12.6","235268","28933","N","N","(X)","(X)","(X)","(X)","(X)","(X)","980","209","0.0","4.2","0.0","4.2","1.5","2.6","6.9","6.7","4.7","4.0","9.1","5.5","12.3","7.9","15.9","8.1","11.2","8.6","38.3","10.3","146458","32077","204647","40552","(X)","(X)","(X)","(X)","40.8","(X)",
"1400000US06075045201","Census Tract 452.01; San Francisco County; California","1324","100","1.3","1.6","1.1","1.7","5.5","6.0","3.7","4.4","6.3","6.2","7.9","6.2","8.0","4.9","11.2","6.2","10.4","5.5","44.6","10.2","178750","56597","254960","47011","31.6","(X)","(X)","(X)","(X)","(X)","856","120","0.0","4.8","4.9","6.6","3.9","5.8","0.0","4.8","4.9","7.3","5.6","5.8","9.9","6.8","9.7","8.6","10.0","7.5","51.1","11.6","206731","56725","305465","66819","(X)","(X)","28.0","(X)","(X)","(X)","583","102","0.0","7.0","0.0","7.0","5.7","8.2","0.0","7.0","0.0","7.0","4.5","5.4","6.2","4.8","2.7","3.7","14.8","11.1","66.2","12.2","248359","40188","N","N","(X)","(X)","(X)","(X)","(X)","(X)","468","114","3.6","4.5","3.2","4.9","8.5","13.1","1.5","2.3","8.8","12.7","12.2","13.9","9.6","9.3","13.9","9.5","11.1","7.7","27.6","15.9","116250","52533","153855","48015","(X)","(X)","(X)","(X)","38.0","(X)",
"1400000US06075045202","Census Tract 452.02; San Francisco County; California","1465","294","1.8","1.9","0.0","2.9","4.6","3.6","2.5","2.1","11.4","9.8","14.1","5.0","5.5","4.6","8.5","5.5","12.8","6.8","38.7","12.1","151480","43757","189034","38939","22.8","(X)","(X)","(X)","(X)","(X)","834","273","0.0","5.0","0.0","5.0","3.2","4.3","3.2","3.6","5.6","6.7","10.8","6.4","3.4","4.4","12.0","9.2","15.3","10.2","46.4","18.0","184375","64083","235938","57657","(X)","(X)","23.7","(X)","(X)","(X)","642","276","0.0","6.4","0.0","6.4","1.2","2.3","1.2","2.3","2.0","3.5","6.1","6.6","4.4","5.9","11.2","10.9","19.9","13.7","53.9","20.8","219844","84782","N","N","(X)","(X)","(X)","(X)","(X)","(X)","631","167","4.3","4.0","0.0","6.5","6.3","5.7","1.6","2.3","19.0","19.8","18.4","11.0","8.4","9.0","4.0","4.8","9.5","9.0","28.5","14.3","77784","31959","123269","30916","(X)","(X)","(X)","(X)","21.6","(X)",
"1400000US06075047600","Census Tract 476; San Francisco County; California","2220","265","1.3","1.5","1.5","1.8","1.6","2.2","4.1","3.4","4.7","3.2","6.4","4.6","7.3","4.1","15.9","5.6","16.9","8.0","40.2","8.8","162289","28253","213271","34226","24.8","(X)","(X)","(X)","(X)","(X)","1435","247","0.0","2.9","0.0","2.9","1.2","2.0","1.6","2.7","6.4","4.4","4.0","4.0","5.4","4.4","17.7","7.9","12.7","10.9","50.9","12.1","200264","50313","251582","47593","(X)","(X)","20.7","(X)","(X)","(X)","1091","251","0.0","3.8","0.0","3.8","1.6","2.6","0.0","3.8","2.9","3.4","2.6","3.7","5.3","5.0","13.6","8.6","16.7","14.3","57.4","13.6","201572","26361","N","N","(X)","(X)","(X)","(X)","(X)","(X)","785","215","3.7","4.2","4.2","4.8","2.3","3.7","8.7","7.5","5.0","7.6","14.5","11.7","10.8","8.2","8.9","5.8","21.3","11.8","20.6","10.1","111477","53646","135614","28611","(X)","(X)","(X)","(X)","25.4","(X)",
"1400000US06075047701","Census Tract 477.01; San Francisco County; California","2008","191","6.9","4.4","2.9","2.5","2.0","1.4","4.5","3.0","5.9","4.0","11.7","7.8","9.0","3.8","16.5","6.0","6.9","3.9","33.7","7.0","116750","35835","184852","32010","31.7","(X)","(X)","(X)","(X)","(X)","1149","198","2.3","2.7","0.6","1.0","0.9","1.4","1.0","1.5","5.5","4.0","16.3","12.1","6.6","4.5","17.8","8.9","6.8","5.0","42.3","10.2","141995","70621","234138","54109","(X)","(X)","33.9","(X)","(X)","(X)","865","188","0.9","1.4","0.8","1.4","0.7","1.2","1.3","2.0","5.8","4.9","11.0","14.5","6.8","5.3","9.9","7.3","8.0","6.5","54.8","13.5","228854","59777","N","N","(X)","(X)","(X)","(X)","(X)","(X)","859","159","13.2","10.0","5.9","5.6","3.6","2.8","9.2","6.4","7.9","7.8","7.0","5.9","12.1","6.8","13.4","8.2","7.0","5.6","20.7","8.6","84792","26365","102434","19334","(X)","(X)","(X)","(X)","28.6","(X)",
"1400000US06075047702","Census Tract 477.02; San Francisco County; California","1592","203","4.1","3.3","2.6","2.5","2.9","2.3","3.5","2.3","5.0","3.5","8.0","5.4","15.1","6.5","18.5","7.1","13.0","5.2","27.4","8.6","119957","14980","168040","24275","33.2","(X)","(X)","(X)","(X)","(X)","879","139","1.3","2.0","2.6","4.1","4.1","3.7","2.2","2.5","1.7","2.6","6.6","7.1","9.2","4.9","20.0","9.2","23.7","8.7","28.7","9.0","158698","42052","192207","37133","(X)","(X)","30.5","(X)","(X)","(X)","737","135","0.0","5.6","0.0","5.6","3.5","3.8","2.6","3.0","0.0","5.6","7.9","8.4","7.9","5.1","21.6","10.6","23.9","9.8","32.7","10.7","165531","32293","N","N","(X)","(X)","(X)","(X)","(X)","(X)","713","165","7.6","7.0","2.5","3.0","2.8","3.3","3.8","3.1","9.0","7.1","9.7","8.1","22.3","12.7","16.5","11.2","1.7","2.6","24.1","14.3","82868","27857","132910","29474","(X)","(X)","(X)","(X)","31.7","(X)",
"1400000US06075047801","Census Tract 478.01; San Francisco County; California","1703","144","1.2","1.9","0.0","2.5","2.5","1.8","5.0","4.0","3.6","2.8","10.5","5.0","10.7","4.6","9.6","3.3","10.5","5.0","46.3","7.0","171120","32489","215381","24728","38.3","(X)","(X)","(X)","(X)","(X)","958","159","0.0","4.3","0.0","4.3","7.1","6.5","0.0","4.3","3.4","4.2","2.6","4.1","9.3","4.5","11.6","5.7","10.9","6.0","55.1","8.9","217083","47363","235186","27849","(X)","(X)","36.8","(X)","(X)","(X)","770","147","0.0","5.4","0.0","5.4","1.2","1.9","0.0","5.4","4.3","5.1","3.2","5.1","9.5","5.4","11.2","5.7","8.4","6.5","62.2","10.0","248500","29339","N","N","(X)","(X)","(X)","(X)","(X)","(X)","745","136","2.8","4.2","0.0","5.5","3.5","3.0","11.5","8.5","3.8","3.5","17.6","10.3","10.6","7.6","7.2","5.0","14.8","10.4","28.2","10.9","100341","50768","154818","33001","(X)","(X)","(X)","(X)","34.4","(X)",
"1400000US06075047802","Census Tract 478.02; San Francisco County; California","1465","174","4.4","2.5","3.5","3.1","1.6","1.4","3.1","2.7","5.9","3.1","7.7","4.4","11.8","6.9","17.9","6.6","8.9","5.4","35.2","8.0","133625","13945","197952","28272","43.7","(X)","(X)","(X)","(X)","(X)","821","159","1.9","1.9","0.0","5.0","0.9","1.3","1.9","3.2","4.3","4.2","6.7","6.9","17.4","11.0","9.5","6.0","5.8","4.8","51.5","11.0","217651","65683","247295","44251","(X)","(X)","47.7","(X)","(X)","(X)","617","166","0.0","6.7","0.0","6.7","1.1","1.7","2.6","4.3","4.1","4.6","7.8","9.0","20.3","15.2","10.0","6.9","4.9","5.5","49.3","13.4","193977","148853","N","N","(X)","(X)","(X)","(X)","(X)","(X)","644","147","7.5","5.8","7.9","6.6","2.5","2.5","4.7","4.2","7.9","6.0","9.0","6.2","4.7","5.2","29.7","14.0","11.8","9.6","14.4","7.7","113839","21699","119217","20103","(X)","(X)","(X)","(X)","38.5","(X)",
"1400000US06075047902","Census Tract 479.02; San Francisco County; California","1517","176","5.6","4.1","0.0","2.8","6.4","5.2","0.9","1.1","6.5","6.3","8.2","4.4","14.9","5.3","10.9","4.7","17.8","8.0","28.7","7.1","126058","48094","167024","23865","35.3","(X)","(X)","(X)","(X)","(X)","833","114","1.2","2.0","0.0","5.0","4.9","5.3","0.0","5.0","11.0","11.2","5.3","4.2","13.3","7.4","13.1","7.5","11.0","7.6","40.1","11.0","161583","71327","187705","36801","(X)","(X)","38.2","(X)","(X)","(X)","594","113","0.0","6.9","0.0","6.9","0.0","6.9","0.0","6.9","15.5","14.9","3.4","4.4","9.6","7.3","5.6","5.2","15.5","10.5","50.5","15.0","200278","22701","N","N","(X)","(X)","(X)","(X)","(X)","(X)","684","170","11.0","8.5","0.0","6.0","8.2","10.1","2.0","2.4","1.0","1.7","11.8","8.3","16.8","9.1","9.6","5.7","24.7","15.0","14.8","8.7","98750","39894","136640","32497","(X)","(X)","(X)","(X)","31.9","(X)",
"1400000US06075047903","Census Tract 479.03; San Francisco County; California","1378","197","6.0","5.9","5.4","4.3","3.0","3.0","2.9","4.1","6.3","4.7","5.2","3.3","4.9","3.7","17.3","7.9","18.4","9.0","30.7","8.5","148800","33209","174119","28822","32.5","(X)","(X)","(X)","(X)","(X)","630","117","0.0","6.5","5.9","6.2","2.7","4.1","0.0","6.5","4.9","5.5","5.4","5.1","4.3","5.0","15.4","9.8","23.7","11.2","37.8","11.0","178604","11471","212236","43945","(X)","(X)","31.3","(X)","(X)","(X)","501","95","0.0","8.1","3.0","4.7","3.4","5.2","0.0","8.1","6.2","7.0","6.8","6.4","2.4","4.4","6.2","6.4","27.3","12.0","44.7","12.1","180987","41534","N","N","(X)","(X)","(X)","(X)","(X)","(X)","748","221","11.1","11.1","4.9","6.2","3.2","4.2","5.3","7.3","7.5","7.6","4.9","4.7","5.3","6.4","18.9","9.7","20.9","16.0","17.9","12.4","119375","53076","136434","38089","(X)","(X)","(X)","(X)","30.5","(X)",
"1400000US06075047904","Census Tract 479.04; San Francisco County; California","1469","375","4.9","4.0","11.2","8.5","0.9","1.4","5.3","5.7","5.4","4.8","3.0","2.9","22.5","19.6","13.1","6.4","1.9","2.2","31.7","8.9","87494","27220","151401","25610","41.8","(X)","(X)","(X)","(X)","(X)","598","140","9.5","9.1","9.9","12.8","2.2","3.4","3.5","4.1","3.7","4.4","7.4","6.8","12.5","12.0","18.9","9.0","2.5","3.3","29.9","11.4","103370","24551","160269","48872","(X)","(X)","43.3","(X)","(X)","(X)","413","97","8.0","10.5","0.0","9.8","3.1","4.9","5.1","5.7","5.3","6.3","2.7","4.1","6.8","7.4","24.5","12.9","3.6","4.6","40.9","13.8","117244","82490","N","N","(X)","(X)","(X)","(X)","(X)","(X)","871","377","1.7","2.9","12.2","11.3","0.0","4.8","6.5","9.6","6.5","8.1","0.0","4.8","29.4","30.0","9.2","7.4","2.4","3.4","32.0","15.1","86886","31467","141752","33242","(X)","(X)","(X)","(X)","40.8","(X)",
